,Unnamed: 0,admin,capital,city,country,iso2,lat,lng,population,population_proper,ranks,continent_code,continent
33,33,Congo Kinshasa,admin,Lisala,Congo (Kinshasa),CD,2.153766,21.514955,70087.0,58453.0,19,AF,Afrique
36,36,Congo Kinshasa,admin,Kabinda,Congo (Kinshasa),CD,-6.13921,24.483231,59004.0,15728.0,21,AF,Afrique
40,40,Congo Kinshasa,admin,Gbadolite,Congo (Kinshasa),CD,4.278999,21.002844,50493.0,19901.0,534,AF,Afrique
44,44,Congo Kinshasa,admin,Buta,Congo (Kinshasa),CD,2.785822,24.729975,45677.0,42713.0,169,AF,Afrique
47,47,Congo Kinshasa,admin,Lusambo,Congo (Kinshasa),CD,-4.975031,23.443906,41416.0,12190.0,535,AF,Afrique
48,48,Congo Kinshasa,admin,Inongo,Congo (Kinshasa),CD,-1.927504,18.288103,40113.0,20249.0,22,AF,Afrique
56,56,Congo Kinshasa,admin,Luebo,Congo (Kinshasa),CD,-5.3521800000000015,21.421921,35183.0,182.0,26,AF,Afrique
59,59,Congo Kinshasa,admin,Boende,Congo (Kinshasa),CD,-0.281632,20.880526,32091.0,17268.0,64,AF,Afrique
82,82,Congo Kinshasa,admin,Kenge,Congo (Kinshasa),CD,-4.853671,16.964482999999998,241.0,241.0,603,AF,Afrique
0,0,Ethiopie,primary,Addis Ababa,Ethiopia,ET,9.024325,38.749226,3100000.0,2757729.0,244,AF,Afrique
2,2,Ethiopie,admin,Dire Dawa,Ethiopia,ET,9.593056,41.866111,252279.0,248372.0,691,AF,Afrique
3,3,Ethiopie,admin,Bahir Dar,Ethiopia,ET,11.6,37.383333,206748.0,168899.0,776,AF,Afrique
5,5,Ethiopie,admin,Harar,Ethiopia,ET,9.313866,42.118151,174994.0,147306.0,340,AF,Afrique
7,7,Ethiopie,admin,Āwasa,Ethiopia,ET,7.05,38.466667,133097.0,133097.0,341,AF,Afrique
12,12,Ethiopie,admin,Mekele,Ethiopia,ET,13.496667,39.475278,95856.0,95856.0,310,AF,Afrique
20,20,Ethiopie,admin,Jijiga,Ethiopia,ET,9.35,42.8,56821.0,48194.0,777,AF,Afrique
27,27,Ethiopie,admin,Āsosa,Ethiopia,ET,10.066667,34.533333,30512.0,17872.0,31,AF,Afrique
33,33,Ethiopie,admin,Semera,Ethiopia,ET,11.500993,41.200983,0.0,,1541,AF,Afrique
34,34,Ethiopie,admin,Gambēla,Ethiopia,ET,8.25,34.583333,0.0,,247,AF,Afrique
0,0,Guinée,primary,Conakry,Guinea,GN,9.509167,-13.712222,1494000.0,1494000.0,606,AF,Afrique
1,1,Guinée,admin,Guéckédou,Guinea,GN,8.5625,-10.1325,221715.0,221715.0,1542,AF,Afrique
2,2,Guinée,admin,Nzérékoré,Guinea,GN,7.747222,-8.823889,168121.0,132728.0,312,AF,Afrique
3,3,Guinée,admin,Labé,Guinea,GN,11.316667,-12.283333,140575.0,58649.0,381,AF,Afrique
4,4,Guinée,admin,Kindia,Guinea,GN,10.066667,-12.85,117062.0,69960.0,1543,AF,Afrique
5,5,Guinée,admin,Boké,Guinea,GN,10.933333,-14.3,116270.0,116270.0,1603,AF,Afrique
6,6,Guinée,admin,Kankan,Guinea,GN,10.383333,-9.3,114009.0,106906.0,1788,AF,Afrique
7,7,Guinée,admin,Mamou,Guinea,GN,10.383333,-12.083333,71153.0,41619.0,1544,AF,Afrique
8,8,Guinée,admin,Kissidougou,Guinea,GN,9.183333,-10.1,66815.0,47099.0,32,AF,Afrique
9,9,Guinée,admin,Siguiri,Guinea,GN,11.416667,-9.166667,50159.0,43601.0,1824,AF,Afrique
10,10,Guinée,admin,Macenta,Guinea,GN,8.546111,-9.469444,43102.0,41233.0,538,AF,Afrique
12,12,Guinée,admin,Télimélé,Guinea,GN,10.9,-13.033333,30311.0,30311.0,693,AF,Afrique
13,13,Guinée,admin,Tougué,Guinea,GN,11.45,-11.683333,25531.0,25531.0,497,AF,Afrique
14,14,Guinée,admin,Fria,Guinea,GN,10.45,-13.533333,23729.0,23729.0,498,AF,Afrique
15,15,Guinée,admin,Pita,Guinea,GN,11.083333,-12.4,20052.0,20052.0,781,AF,Afrique
16,16,Guinée,admin,Faranah,Guinea,GN,10.033333,-10.733333,19469.0,9350.0,782,AF,Afrique
17,17,Guinée,admin,Kérouané,Guinea,GN,9.266667,-9.016667,15406.0,7228.0,1626,AF,Afrique
18,18,Guinée,admin,Kouroussa,Guinea,GN,10.65,-9.883333,14223.0,14223.0,248,AF,Afrique
19,19,Guinée,admin,Koundara,Guinea,GN,12.483333,-13.3,13990.0,13990.0,1825,AF,Afrique
20,20,Guinée,admin,Beyla,Guinea,GN,8.683333,-8.633333,13204.0,13204.0,194,AF,Afrique
21,21,Guinée,admin,Dabola,Guinea,GN,10.75,-11.116667,13057.0,13057.0,783,AF,Afrique
22,22,Guinée,admin,Forécariah,Guinea,GN,9.430556,-13.088056,12358.0,12358.0,313,AF,Afrique
23,23,Guinée,admin,Gaoual,Guinea,GN,11.75,-13.2,7461.0,7461.0,784,AF,Afrique
24,24,Guinée,admin,Dalaba,Guinea,GN,10.7,-12.25,6349.0,6349.0,499,AF,Afrique
25,25,Guinée,admin,Dinguiraye,Guinea,GN,11.3,-10.716667,6062.0,6062.0,172,AF,Afrique
26,26,Guinée,admin,Mali,Guinea,GN,12.079,-12.2982,5479.0,5479.0,785,AF,Afrique
27,27,Guinée,admin,Yomou,Guinea,GN,7.560278,-9.265278,3614.0,1601.0,173,AF,Afrique
28,28,Guinée,admin,Boffa,Guinea,GN,10.166667,-14.033333,2332.0,2332.0,1826,AF,Afrique
29,29,Guinée,admin,Koubia,Guinea,GN,11.583333,-11.9,0.0,,68,AF,Afrique
30,30,Guinée,admin,Coyah,Guinea,GN,9.705556,-13.376944,0.0,,1545,AF,Afrique
31,31,Guinée,admin,Mandiana,Guinea,GN,10.633333,-8.683333,0.0,,500,AF,Afrique
32,32,Guinée,admin,Lola,Guinea,GN,7.8,-8.533333,0.0,,174,AF,Afrique
33,33,Guinée,admin,Lélouma,Guinea,GN,11.183333,-12.933333,0.0,,110,AF,Afrique
34,34,Guinée,admin,Dubréka,Guinea,GN,9.791111,-13.523333,0.0,,314,AF,Afrique
1,1,Côte d'Ivoire,admin,Bouaké,Côte D’Ivoire,CI,7.6938460000000015,-5.030307,567481.0,454821.0,175,AF,Afrique
3,3,Côte d'Ivoire,admin,San-Pédro,Côte D’Ivoire,CI,4.748508,-6.636301,210273.0,196751.0,1604,AF,Afrique
4,4,Côte d'Ivoire,primary,Yamoussoukro,Côte D’Ivoire,CI,6.820548,-5.276741,206499.0,194530.0,786,AF,Afrique
5,5,Côte d'Ivoire,admin,Korhogo,Côte D’Ivoire,CI,9.458031,-5.629608,177711.0,167359.0,1929,AF,Afrique
6,6,Côte d'Ivoire,admin,Man,Côte D’Ivoire,CI,7.4125130000000015,-7.55383,146974.0,139341.0,787,AF,Afrique
8,8,Côte d'Ivoire,admin,Gagnoa,Côte D’Ivoire,CI,6.131933999999998,-5.950601,123184.0,99192.0,1654,AF,Afrique
10,10,Côte d'Ivoire,admin,Abengourou,Côte D’Ivoire,CI,6.729722,-3.496389,104020.0,71598.0,570,AF,Afrique
13,13,Côte d'Ivoire,admin,Dabou,Côte D’Ivoire,CI,5.325556,-4.376853,72913.0,69661.0,1930,AF,Afrique
14,14,Côte d'Ivoire,admin,Dimbokro,Côte D’Ivoire,CI,6.6467800000000015,-4.70519,67349.0,25586.0,1627,AF,Afrique
17,17,Côte d'Ivoire,admin,Bondoukou,Côte D’Ivoire,CI,8.040201,-2.800034,58297.0,18706.0,501,AF,Afrique
18,18,Côte d'Ivoire,admin,Séguéla,Côte D’Ivoire,CI,7.961111,-6.673056,51157.0,12603.0,177,AF,Afrique
19,19,Côte d'Ivoire,admin,Odienné,Côte D’Ivoire,CI,9.505114,-7.564332,49857.0,19119.0,178,AF,Afrique
40,40,Côte d'Ivoire,admin,Daloa,Côte D’Ivoire,CI,6.8773550000000006,-6.450221,0.0,,1549,AF,Afrique
44,44,Côte d'Ivoire,admin,Abidjan,Côte D’Ivoire,CI,5.309657,-4.012656,0.0,,317,AF,Afrique
63,63,Côte d'Ivoire,admin,Bangolo,Côte D’Ivoire,CI,7.01232,-7.486395,0.0,,319,AF,Afrique
0,0,Kenya,primary,Nairobi,Kenya,KE,-1.283333,36.816667,3010000.0,2750547.0,1607,AF,Afrique
1,1,Kenya,admin,Mombasa,Kenya,KE,-4.054655,39.663588,882000.0,799668.0,1834,AF,Afrique
2,2,Kenya,admin,Kisumu,Kenya,KE,-0.10221,34.761714000000005,395615.0,216479.0,37,AF,Afrique
3,3,Kenya,admin,Nakuru,Kenya,KE,-0.283333,36.066667,364727.0,259903.0,38,AF,Afrique
13,13,Kenya,admin,Garissa,Kenya,KE,-0.453548,39.64010800000001,67861.0,64035.0,323,AF,Afrique
14,14,Kenya,admin,Kakamega,Kenya,KE,0.284219,34.752285,63426.0,63426.0,1486,AF,Afrique
15,15,Kenya,admin,Embu,Kenya,KE,-0.531115,37.450605,58620.0,34922.0,116,AF,Afrique
17,17,Kenya,admin,Nyeri,Kenya,KE,-0.420132,36.947594,51084.0,51084.0,1835,AF,Afrique
0,0,Libye,primary,Tripoli,Libya,LY,32.8925,13.18,2189000.0,229398.0,573,AF,Afrique
1,1,Libye,admin,Benghazi,Libya,LY,32.117664000000005,20.129275,1180000.0,582374.0,346,AF,Afrique
2,2,Libye,admin,Mişrātah,Libya,LY,32.375352,15.092543,386120.0,216200.0,262,AF,Afrique
3,3,Libye,admin,Tobruk,Libya,LY,32.083611,23.976389,263527.0,121052.0,1662,AF,Afrique
4,4,Libye,admin,Al Khums,Libya,LY,32.648613,14.261909,201943.0,183061.0,1936,AF,Afrique
6,6,Libye,admin,Zuwārah,Libya,LY,32.931203000000004,12.081992,180310.0,67386.0,1836,AF,Afrique
7,7,Libye,admin,Al Marj,Libya,LY,32.487976,20.831744,169540.0,85315.0,263,AF,Afrique
8,8,Libye,admin,Gharyān,Libya,LY,32.172222,13.020278,146810.0,85219.0,612,AF,Afrique
9,9,Libye,admin,Ajdābiyā,Libya,LY,30.755454,20.226255,143833.0,134358.0,73,AF,Afrique
